roll, pitch, yaw, x accel, y accel, z accel
2137, 2052, 5130, 426, 42, 471
2180, 2164, 5274, 445, 69, 455
1979, 2360, 5130, 488, 107, 426
1759, 2548, 5292, 502, 152, 433
1617, 2662, 5164, 509, 175, 436
1604, 2773, 5093, 538, 191, 413
1431, 2896, 4884, 513, 226, 399
1064, 3087, 5020, 534, 246, 381
880, 3087, 4956, 541, 256, 332
729, 2926, 4494, 543, 246, 297
627, 2979, 4440, 582, 209, 285
322, 3188, 4532, 600, 243, 231
239, 3091, 4507, 664, 251, 172
13, 3108, 4450, 572, 289, 137
224, 2856, 4245, 555, 311, 86
203, 2781, 4292, 602, 298, 70
185, 2735, 4284, 620, 287, 90
549, 2601, 4426, 628, 271, 133
536, 2447, 4332, 610, 253, 121
699, 2636, 4490, 537, 223, 75
778, 2325, 4551, 569, 220, 51
961, 2381, 4544, 490, 225, 21
1448, 2252, 4392, 450, 207, 59
1656, 2284, 4565, 421, 148, 129
1761, 2235, 4535, 363, 123, 95
2014, 1998, 4442, 358, 92, 88
2199, 2052, 4373, 309, 60, 21
2283, 1738, 4258, 275, 52, -18
2318, 1605, 4024, 249, 26, -49
2754, 1524, 3952, 222, 42, -87
2824, 1433, 3871, 201, 35, -103
2969, 1154, 3730, 193, 25, -138
3039, 972, 3515, 232, 42, -108
3578, 1030, 3334, 248, 78, -151
3646, 727, 3348, 287, 89, -157
3953, 290, 3349, 300, 118, -160
4353, 212, 3222, 303, 152, -158
4646, 44, 3007, 339, 163, -141
4759, -121, 2894, 357, 170, -140
5364, -463, 3118, 395, 158, -91
5308, -702, 2818, 396, 145, -48
5710, -954, 2906, 394, 144, 8
5687, -1107, 3041, 409, 147, -7
5883, -1037, 2841, 425, 171, 44
5830, -1296, 2799, 453, 222, 86
5986, -1312, 2700, 432, 259, 115
5888, -1474, 2550, 473, 270, 128
5800, -1654, 2687, 475, 308, 138
5678, -1805, 2772, 497, 361, 158
5462, -1918, 2763, 551, 387, 173
5219, -2320, 2755, 563, 406, 179
4997, -2468, 2583, 594, 432, 165
4677, -2494, 3000, 632, 417, 214
4471, -2697, 3140, 555, 429, 225
4161, -2950, 3015, 552, 418, 201
3898, -3219, 3091, 553, 438, 170
3517, -3357, 3369, 484, 447, 165
3176, -3468, 3380, 420, 451, 145
2789, -3649, 3517, 469, 458, 221
2376, -3746, 3691, 342, 454, 138
2073, -3995, 3632, 277, 404, 105
1989, -4053, 3685, 255, 365, 79
1679, -3978, 3585, 246, 322, 101
1276, -4172, 3671, 223, 314, 90
1252, -4061, 3640, 205, 323, 40
1089, -4215, 3707, 189, 343, 53
1239, -4123, 3522, 174, 386, 26
1065, -4127, 3503, 174, 372, 59
993, -4148, 3556, 163, 392, 29
1055, -4177, 3454, 158, 381, 57
1084, -4172, 3438, 129, 369, 43
1237, -4261, 3467, 129, 369, 35
1346, -4187, 3498, 106, 361, 40
1447, -4000, 3526, 101, 365, 80
1530, -4217, 3313, 101, 369, 51
1757, -3923, 3187, 110, 398, 70
1994, -4084, 3308, 93, 440, 48
2190, -4086, 3064, 81, 475, 96
2227, -3959, 3457, 128, 428, 34
2635, -4188, 3138, -47, 504, 141
2808, -4191, 3289, 88, 485, 307
2842, -4188, 3193, -98, 450, 155
3262, -4145, 2889, -160, 450, 236
3519, -3660, 2515, -185, 445, 201
3665, -3710, 2334, -110, 459, 143
3720, -3506, 2059, -78, 436, 158
3966, -3354, 1890, -73, 430, 141
3958, -3126, 1931, -10, 439, 122
3984, -2879, 1916, -14, 468, 106
4102, -2877, 1752, -22, 474, 89
3917, -2770, 1547, -27, 501, 41
4099, -2637, 1318, 20, 485, 39
3813, -2618, 1284, 22, 489, 3
3734, -2436, 1192, 63, 511, -29
3541, -2241, 999, 90, 517, -69
3145, -2030, 919, 127, 495, -68
2927, -1966, 727, 172, 469, -52
2823, -1947, 479, 220, 478, -113
2420, -1692, 539, 182, 481, -153
2328, -1830, 247, 218, 507, -150
2179, -1958, 286, 213, 489, -134
1690, -1887, 147, 188, 487, -89
1437, -1933, -232, 214, 501, -88
1188, -1879, -528, 218, 495, -75
905, -1912, -809, 277, 525, -82
665, -1831, -1119, 316, 525, -99
367, -1802, -1504, 375, 543, -161
279, -1948, -1668, 395, 557, -148
307, -2030, -2026, 372, 555, -168
-116, -1998, -2248, 347, 546, -185
-87, -2035, -2549, 351, 519, -198
-175, -2094, -2886, 343, 507, -182
-317, -2311, -3321, 339, 470, -224
-275, -2264, -3359, 292, 467, -234
-333, -2559, -3756, 223, 482, -261
-357, -2580, -4259, 186, 475, -247
-20, -2542, -4656, 114, 472, -248
-41, -2661, -5057, 64, 433, -196
-23, -2614, -5521, -59, 410, -191
241, -2532, -6082, -156, 381, -137
248, -2379, -6276, -222, 368, -117
501, -2416, -6792, -303, 389, -71
689, -2279, -6855, -303, 421, -120
910, -2234, -6921, -349, 438, -187
1278, -2513, -6909, -412, 451, -160
1300, -2108, -6961, -490, 439, -117
1528, -2309, -6849, -516, 396, -31
1657, -2189, -6547, -504, 334, 78
1571, -2172, -6570, -556, 311, 94
1710, -1835, -6406, -592, 289, 131
1617, -1856, -6080, -611, 281, 124
1539, -1601, -6022, -676, 262, 111
1926, -1621, -5918, -677, 288, 91
2069, -1176, -5635, -697, 310, 126
2376, -1084, -5662, -679, 299, 116
2589, -1045, -5711, -671, 272, 190
2823, -663, -5609, -634, 262, 196
2953, -278, -5658, -604, 273, 258
3369, 263, -5629, -539, 288, 278
3493, 530, -5717, -498, 291, 317
3597, 617, -5701, -461, 351, 331
3835, 1114, -5645, -368, 350, 330
4190, 1358, -5985, -287, 365, 265
4639, 1502, -6020, -203, 400, 266
4682, 1594, -6158, -147, 420, 172
4949, 1856, -6526, -65, 444, 170
5373, 1960, -6645, 41, 431, 136
5589, 2353, -6757, 62, 427, 89
5982, 2344, -6921, 122, 425, 63
6179, 2709, -7161, 159, 417, 77
6165, 3032, -7352, 188, 421, 49
6746, 3287, -7512, 171, 408, 28
6701, 3589, -7740, 177, 440, 7
6808, 4225, -7926, 165, 477, 57
6907, 4557, -8436, 180, 489, 20
6584, 4770, -8671, 169, 421, 11
6453, 5216, -8972, 262, 412, 97
6158, 5326, -9254, 340, 474, 41
5803, 5422, -9485, 435, 549, -35
5105, 5340, -9332, 487, 606, -67
4806, 5261, -9207, 564, 658, -95
4183, 4973, -8977, 625, 703, -112
3733, 4606, -8740, 701, 715, -112
3229, 4347, -8329, 754, 753, -153
2681, 4130, -7773, 757, 761, -169
2287, 3634, -7154, 709, 766, -192
2007, 3334, -6817, 627, 733, -211
1684, 3115, -6318, 522, 709, -177
1243, 2772, -6047, 413, 686, -196
934, 2583, -5705, 302, 612, -149
494, 2567, -5562, 193, 590, -131
277, 2393, -5241, 80, 552, -147
61, 2220, -5155, 21, 543, -107
-284, 2277, -4962, -25, 585, -108
-380, 2043, -4945, -55, 567, -91
-650, 1981, -4799, -79, 596, -54
-816, 2002, -4824, -61, 579, -54
-761, 1889, -4725, -25, 575, -80
-921, 1606, -4670, -24, 570, -127
-994, 1719, -4707, -30, 522, -179
-889, 1461, -4613, -18, 489, -173
-735, 1546, -4529, -54, 466, -189
-663, 1554, -4422, -87, 439, -189
-393, 1540, -4468, -94, 409, -138
-373, 1444, -4366, -116, 366, -127
-211, 1519, -4372, -116, 365, -105
-425, 1618, -4594, -122, 360, -97
-266, 1713, -4500, -101, 322, -106
-305, 1609, -4514, -89, 323, -81
-392, 1568, -4429, -52, 305, -99
-268, 1823, -4513, -9, 290, -115
-215, 1651, -4392, 46, 275, -89
-296, 1643, -4535, 100, 220, -141
-137, 1570, -4544, 154, 201, -84
-130, 1507, -4393, 195, 161, -104
-165, 1828, -4437, 219, 188, -67
-74, 1973, -4530, 264, 214, -84
-233, 1951, -4492, 289, 260, -58
-153, 1965, -4437, 381, 286, -7
-399, 1726, -4557, 433, 357, 16
-728, 1869, -4541, 503, 396, 33
-764, 1666, -4680, 521, 402, 18
-605, 1759, -5108, 525, 439, 18
-835, 1451, -5147, 527, 450, -10
-868, 1368, -5173, 475, 407, -50
-775, 1147, -5376, 394, 358, -93
-683, 1128, -5380, 236, 346, -126
-446, 967, -5582, 104, 251, -164
-381, 763, -5823, -23, 201, -137
-161, 909, -6173, -25, 130, -91
194, 534, -6376, -113, 121, -39
276, 823, -6544, -144, 133, 19
562, 866, -7095, -111, 155, 128
473, 1148, -6800, -32, 217, 171
314, 1035, -6984, -54, 264, 236
400, 1091, -7122, 58, 365, 320
329, 1179, -7182, 101, 413, 351
474, 1297, -7487, 54, 431, 364
332, 1172, -7617, 78, 441, 415
153, 1338, -7549, 85, 501, 383
221, 1210, -7792, 22, 532, 336
236, 1261, -7863, 56, 460, 389
139, 1219, -7823, -54, 442, 319
172, 1387, -7913, -49, 482, 305
380, 1557, -7850, -74, 345, 290
71, 1821, -7451, -176, 380, 377
-91, 1965, -7322, -255, 313, 266
-143, 1940, -7491, -359, 338, 184
-561, 2085, -7797, -387, 342, 242
-839, 1925, -7867, -288, 313, 133
-1308, 2107, -8052, -283, 267, 63
-1384, 2191, -8159, -268, 249, 3
-1358, 2097, -8060, -228, 231, -89
-1801, 2158, -8077, -221, 207, -146
-1733, 2003, -8049, -211, 163, -248
-1456, 1978, -8117, -212, 156, -306
-1226, 2095, -8284, -206, 113, -334
-872, 1905, -8531, -201, 75, -385
-246, 2083, -8777, -195, 49, -420
60, 2168, -8758, -200, 46, -472
635, 1983, -9021, -182, 36, -483
1343, 1968, -8960, -172, 2, -476
1960, 2010, -8969, -164, -29, -465
2352, 1850, -9244, -185, -67, -465
2948, 1703, -9084, -181, -74, -431
3714, 1681, -9267, -185, -72, -439
4090, 1761, -9227, -176, -77, -413
4504, 1571, -9415, -168, -61, -311
4971, 1636, -9457, -148, -42, -321
5219, 1732, -9471, -56, 2, -241
5487, 1903, -9626, -32, 41, -184
5939, 2210, -9648, -28, 100, -130
6258, 2389, -9656, -44, 128, -81
6523, 2479, -9496, -82, 155, -53
6991, 2740, -9513, -137, 166, 10
6823, 3166, -9644, -210, 142, 69
7134, 3390, -9481, -193, 129, 132
7160, 3791, -9547, -290, 110, 168
7182, 4212, -9292, -293, 107, 229
7270, 4902, -9193, -334, 111, 324
7111, 5310, -9257, -331, 109, 331
6970, 5599, -9177, -254, 130, 362
6767, 6158, -8915, -191, 189, 358
6279, 6712, -8820, -106, 203, 376
6022, 7034, -8194, -62, 221, 359
5547, 7233, -8032, 16, 238, 352
5046, 7392, -7668, 103, 229, 341
4352, 7392, -7344, 187, 219, 403
3777, 7393, -6924, 241, 266, 427
3143, 7391, -6533, 310, 261, 402
2540, 7387, -6196, 362, 221, 355
1994, 7387, -5732, 437, 296, 341
1131, 7384, -5506, 402, 319, 265
813, 7385, -5137, 448, 307, 201
125, 7387, -4919, 398, 301, 93
-536, 7386, -4538, 396, 286, 65
-1020, 7386, -4076, 389, 266, 35
-1650, 7386, -4025, 356, 255, -30
-2370, 7387, -3703, 332, 230, -86
-2888, 7391, -3191, 310, 183, -78
-3634, 7393, -3073, 273, 146, -91
-4097, 7396, -2849, 258, 79, -73
-4619, 7306, -2415, 97, 39, -165
-4924, 7369, -1977, 270, -50, 35
-5400, 7191, -1508, 132, -45, -55
-5885, 7156, -1262, 88, -33, -91
-6328, 7118, -1107, -5, -41, -109
-6791, 6926, -1121, 16, -47, -90
-7158, 6769, -546, 4, -74, -179
-7282, 6744, -400, -12, -36, -184
-7518, 6541, 23, 10, -19, -255
-7957, 6241, 218, 23, -30, -307
-8136, 5858, 642, 17, -76, -255
-8091, 5579, 867, -25, -139, -238
-8331, 5458, 1391, -39, -172, -275
-8267, 5463, 1570, -64, -219, -288
-8165, 5149, 1847, -122, -253, -340
-8136, 5130, 2160, -184, -277, -405
-7806, 5079, 2397, -162, -277, -335
-7601, 4799, 2578, -255, -327, -396
-7279, 4622, 2462, -334, -355, -430
-6717, 4475, 2748, -428, -418, -399
-6347, 4421, 2650, -504, -427, -388
-5809, 4457, 2572, -580, -448, -394
-5252, 4348, 2698, -647, -424, -399
-4484, 4363, 2565, -664, -433, -333
-3631, 4323, 2669, -730, -453, -295
-3231, 4353, 2461, -769, -436, -237
-2538, 4389, 2562, -780, -444, -215
-2035, 4465, 2594, -671, -424, -195
-1481, 4197, 2622, -602, -386, -184
-941, 4100, 2634, -494, -345, -141
-726, 3987, 2991, -378, -280, -131
-342, 3709, 3017, -204, -218, -158
-75, 3489, 3318, -55, -152, -192
-151, 3334, 3508, 94, -137, -219
70, 2817, 3691, 193, -108, -254
141, 2343, 4110, 281, -104, -234
262, 2031, 4103, 384, -107, -260
390, 1774, 4259, 430, -117, -290
442, 1144, 4604, 486, -162, -267
500, 822, 4708, 527, -180, -294
457, 316, 4732, 551, -197, -292
289, -225, 4976, 508, -200, -311
-133, -571, 4908, 503, -206, -339
-82, -1344, 4828, 492, -212, -367
-489, -1939, 4991, 474, -235, -416
-642, -2678, 4933, 449, -229, -426
-879, -3271, 5148, 434, -238, -427
-991, -3881, 5084, 423, -261, -375
-1260, -4327, 5262, 403, -297, -348
-1455, -5047, 5269, 410, -304, -259
-1878, -5588, 5360, 382, -296, -129
-1896, -5993, 5284, 337, -275, -223
-2580, -6299, 5297, 344, -307, -220
-3089, -6983, 5197, 318, -324, -208
-3311, -7244, 5130, 299, -361, -186
-3776, -8113, 5194, 275, -337, -185
-4456, -8740, 5374, 250, -334, -212
-4582, -9101, 5469, 178, -603, -244
-4932, -9761, 5745, 280, -399, -238
-5088, -10530, 6427, 314, -260, -184
-5484, -10955, 6566, 251, -279, -167
-5875, -11684, 6810, 139, -256, -202
-6109, -12114, 6922, 84, -240, -167
-6383, -12636, 6652, 60, -253, -77
-6497, -13068, 6542, 50, -298, -105
-6695, -13190, 6538, 38, -238, -44
-6603, -13712, 6513, 3, -168, -60
-6770, -13940, 6309, -34, -153, -136
-6776, -14352, 6170, -46, -196, -57
-6753, -14705, 5946, -91, -172, -17
-6460, -14806, 5787, -91, -219, 71
-6397, -14780, 5295, -97, -171, 20
-6308, -15041, 4930, -41, -147, 61
-5958, -14968, 4793, -13, -65, 77
-5754, -14706, 4539, 56, -6, 116
-5571, -14846, 4213, 72, 1, 118
-5223, -14540, 4092, 66, 79, 161
-4863, -14583, 3699, 137, 114, 153
-4601, -14572, 3659, 126, 85, 74
-3976, -14426, 3341, 160, 131, 166
-3784, -14155, 3031, 99, 171, 101
-3019, -14222, 2902, 117, 140, 106
-2926, -13975, 2811, 112, 73, 219
-2284, -13553, 2473, 81, 108, 230
-1762, -13502, 2118, 42, 140, 144
-1414, -13106, 1932, 57, 87, 270
-1250, -12801, 1845, 77, 98, 268
-705, -12399, 1740, 84, 187, 241
-647, -11893, 1268, 85, 162, 331
-396, -11627, 1186, 122, 184, 402
-84, -11182, 929, 194, 291, 289
363, -10638, 925, 206, -24, 556
302, -10284, 1292, 295, 342, 161
504, -9943, 1476, 257, 429, 360
481, -9625, 1406, 275, 309, 422
207, -9275, 1332, 169, 342, 415
101, -9036, 828, 180, 402, 485
154, -8320, 229, 174, 480, 412
33, -7939, -44, 274, 542, 375
158, -7719, -149, 359, 570, 279
320, -7297, 25, 475, 583, 245
493, -6840, 365, 554, 613, 272
499, -6805, 690, 537, 602, 257
698, -6695, 536, 488, 580, 253
579, -6322, 496, 464, 611, 244
566, -6072, 244, 495, 655, 278
418, -5934, 266, 483, 696, 237
444, -5885, 220, 504, 736, 267
481, -5503, 38, 567, 743, 254
570, -5329, 229, 575, 769, 236
311, -5162, 151, 597, 788, 243
620, -4975, 222, 610, 774, 207
463, -4849, 60, 609, 784, 198
600, -4676, 142, 604, 793, 211
509, -4668, 191, 615, 812, 229
613, -4383, -19, 590, 821, 231
505, -3983, 28, 619, 823, 256
579, -3830, 11, 610, 832, 273
691, -3808, 188, 587, 840, 283
384, -3636, 124, 578, 826, 335
377, -3549, 132, 572, 840, 294
241, -3244, 32, 545, 841, 349
108, -3285, 196, 502, 850, 341
66, -2997, 219, 464, 838, 327
-133, -2904, 132, 448, 823, 331
-289, -2785, 169, 435, 800, 334
-244, -2978, -76, 426, 778, 305
-619, -2555, 11, 405, 794, 286
-551, -2513, -23, 404, 770, 257
-762, -2454, 11, 432, 769, 182
-888, -2366, 42, 510, 804, 115
-1089, -2098, 56, 488, 834, 132
-1010, -1704, 79, 405, 817, 93
-1038, -1668, -141, 430, 829, 93
-1079, -1467, -208, 441, 817, 78
-1012, -1135, -350, 451, 828, 65
-859, -1049, -375, 449, 836, 87
-819, -902, -246, 457, 854, 44
-651, -517, -261, 473, 834, 20
-404, -38, -216, 480, 828, 54
-425, 151, -45, 459, 832, 33
-362, 240, -106, 438, 819, 75
-291, 560, 21, 416, 808, 54
-179, 368, 43, 394, 796, 71
-282, 726, -50, 402, 805, 120
89, 1040, 27, 392, 807, 105
-52, 1254, 142, 422, 797, 135
-78, 1623, 124, 417, 800, 117
-91, 1692, 301, 432, 797, 122
-290, 1963, 506, 449, 789, 164
-219, 2348, 468, 438, 825, 160
-334, 2611, 648, 452, 835, 95
-623, 2590, 437, 475, 839, 86
-426, 2816, 264, 493, 868, 82
-747, 2942, 261, 517, 871, 88
-835, 3084, 289, 582, 887, 63
-718, 3072, 433, 610, 889, 57
-944, 3252, 345, 646, 890, 27
-832, 3240, 472, 670, 887, -27
-1137, 3218, 617, 681, 859, -55
-1245, 3106, 605, 651, 845, -89
-1290, 2998, 935, 631, 829, -159
-1490, 2702, 931, 645, 799, -162
-1535, 2596, 1013, 632, 812, -174
-1342, 2600, 1115, 599, 827, -161
-1745, 2486, 1251, 575, 817, -152
-1742, 2432, 1266, 546, 780, -175
-1574, 2506, 1407, 519, 762, -131
-1946, 2558, 1560, 448, 724, -121
-1942, 2454, 1729, 446, 695, -155
-1903, 2465, 1518, 421, 652, -168
-1951, 2230, 1709, 416, 664, -99
-1828, 2079, 1814, 411, 674, -34
-2026, 2321, 2091, 364, 681, -52
-2093, 2316, 2209, 312, 683, -39
-2160, 2559, 2164, 294, 660, -82
-2204, 2467, 2255, 273, 669, -77
-2193, 1630, 2656, 324, 706, -37
-1741, 1607, 2808, 345, 679, -15
-1829, 1253, 2558, 327, 693, 0
-1783, 1035, 2511, 330, 685, -28
-1664, 878, 2486, 346, 661, -4
-1608, 548, 2563, 346, 659, -18
-1554, 383, 2489, 361, 657, 3
-1435, 135, 2561, 381, 642, -13
-1479, -43, 2665, 378, 645, 16
-1281, -162, 2681, 396, 655, 17
-1247, -683, 2483, 415, 645, -8
-1289, -869, 2667, 396, 644, 0
-1100, -1151, 2800, 409, 643, 9
-963, -1387, 2749, 419, 618, -2
-721, -1815, 2846, 407, 615, -26
-729, -2024, 2739, 413, 606, 21
-545, -2368, 2755, 404, 598, 17
-504, -2496, 2969, 403, 609, 57
-588, -2742, 2978, 398, 631, 100
-386, -2901, 2958, 434, 635, 82
-182, -2980, 3174, 433, 697, 91
-201, -3504, 3268, 445, 665, 64
114, -3493, 3477, 442, 614, 171
-15, -3802, 3280, 436, 595, 197
-24, -3805, 3458, 446, 585, 198
-238, -4005, 3394, 466, 597, 197
-28, -3815, 3407, 480, 598, 178
5, -4041, 3463, 452, 658, 169
234, -4231, 3492, 451, 725, 173
-22, -4440, 3457, 455, 708, 187
114, -4783, 3566, 491, 721, 233
12, -4775, 3559, 497, 685, 296
131, -4789, 3438, 466, 747, 252
-12, -5020, 3339, 489, 738, 285
190, -4849, 3316, 482, 764, 249
-5, -4932, 3315, 484, 756, 307
31, -4838, 3128, 506, 739, 388
84, -4949, 3402, 475, 787, 305
298, -4931, 3258, 463, 797, 363
105, -4853, 3404, 477, 778, 435
314, -4732, 3422, 424, 800, 402
252, -4461, 3482, 449, 799, 487
155, -4312, 3368, 420, 787, 543
185, -4093, 3547, 419, 779, 556
23, -3930, 3339, 387, 773, 572
479, -3400, 3199, 367, 809, 588
25, -3099, 3021, 361, 792, 612
199, -2709, 3041, 358, 811, 607
30, -2513, 3016, 357, 801, 616
116, -2187, 2658, 342, 798, 617
371, -1894, 2631, 346, 806, 622
263, -1423, 2473, 367, 782, 612
581, -1241, 2278, 382, 776, 604
701, -765, 2344, 377, 785, 579
710, -310, 2531, 400, 785, 596
941, -232, 2338, 404, 799, 585
1074, -7, 2208, 367, 403, 531
1462, 400, 2556, 571, 914, 628
1635, 563, 2800, 415, 874, 586
1824, 847, 2519, 413, 775, 427
1813, 1164, 2563, 453, 770, 412
2068, 1344, 2213, 432, 801, 399
1996, 1399, 1981, 454, 776, 384
2097, 1409, 2134, 508, 784, 321
2290, 1947, 1994, 555, 776, 296
2600, 2302, 2163, 629, 750, 272
2524, 2444, 2412, 599, 764, 194
2639, 2655, 2456, 605, 762, 128
2440, 2862, 2569, 549, 768, 74
2573, 2846, 2608, 553, 751, 38
2470, 3088, 2662, 538, 770, -7
2526, 3168, 2620, 540, 755, -17
2436, 3284, 2593, 549, 757, -45
2457, 3563, 2395, 549, 766, -25
2590, 3760, 2691, 577, 781, -56
2682, 3987, 2569, 598, 776, -87
2533, 4248, 2510, 568, 778, -77
2571, 4418, 2723, 516, 772, -33
2678, 4469, 2537, 500, 797, -43
2691, 4551, 2597, 462, 834, -16
2789, 4850, 2465, 456, 856, 12
2809, 4988, 2517, 458, 873, 31
2702, 5141, 2406, 431, 888, 35
2767, 5336, 2399, 426, 888, 94
2987, 5474, 2557, 422, 898, 95
2722, 5457, 2509, 419, 898, 74
3064, 5562, 2486, 396, 904, 135
2881, 5745, 2470, 370, 928, 154
2958, 6093, 2254, 347, 914, 185
2807, 6184, 2289, 306, 923, 219
2685, 6648, 2111, 272, 933, 197
2657, 6808, 2125, 284, 927, 215
2573, 6922, 2145, 225, 959, 177
2474, 7131, 1973, 199, 939, 192
2556, 7253, 1797, 178, 916, 181
2421, 7389, 1821, 136, 904, 200
2496, 7394, 1848, 97, 887, 204
2580, 7392, 1969, 102, 813, 98
2021, 7391, 1626, -167, 772, 281
2338, 7392, 1811, 163, 782, 313
1819, 7389, 1647, -257, 698, 89
2098, 7387, 1456, -149, 718, 292
1994, 7388, 933, -270, 693, 109
2067, 7384, 510, -186, 691, 75
2019, 7382, 307, -278, 617, 26
1619, 7381, 176, -119, 543, -36
1557, 7382, 95, -113, 516, -135
1479, 7380, -36, -63, 452, -53
1297, 7381, 149, -30, 441, -158
939, 7380, 254, -32, 437, -198
805, 7380, 17, -31, 425, -198
842, 7381, 137, -89, 407, -274
644, 7383, 219, -33, 372, -254
529, 7382, 37, 13, 345, -257
419, 7384, 87, 57, 325, -221
448, 7385, 245, 123, 295, -221
337, 7386, 369, 159, 287, -294
283, 7384, 273, 169, 293, -261
358, 7387, 444, 216, 264, -261
351, 7387, 282, 223, 222, -277
149, 7389, 390, 189, 211, -241
85, 7391, 93, 163, 302, -235
156, 7392, -120, 222, 292, -330
233, 7393, -78, 258, 262, -330
169, 7398, -302, 305, 246, -282
21, 7102, -642, 288, 273, -298
175, 6839, -844, 302, 245, -257
163, 6668, -635, 341, 232, -258
81, 6083, -1076, 336, 227, -231
120, 5616, -911, 341, 233, -247
121, 5416, -1138, 341, 239, -249
324, 4744, -1148, 348, 231, -229
199, 4314, -1228, 330, 241, -207
317, 3737, -1280, 302, 254, -152
260, 3392, -1485, 282, 241, -142
83, 2982, -1467, 274, 238, -116
-26, 2705, -1640, 266, 234, -103
-47, 2413, -1858, 247, 254, -85
-73, 2404, -1753, 271, 253, -46
-181, 2199, -2081, 250, 252, -62
-388, 2093, -2190, 244, 301, -31
-262, 1838, -2090, 253, 286, -35
-417, 1647, -2260, 249, 315, -31
-483, 1683, -2303, 248, 302, -65
-413, 1479, -2521, 234, 285, -49
-286, 1426, -2557, 194, 282, -101
-231, 1239, -2778, 161, 286, -56
-38, 901, -2784, 123, 284, -151
51, 884, -3017, 110, 262, -135
-25, 631, -2927, 99, 261, -116
156, 522, -3054, 93, 234, -129
131, 236, -3000, 83, 230, -134
210, 315, -3210, 57, 212, -94
261, 201, -3076, 56, 219, -89
422, -35, -3138, 24, 229, -98
481, -113, -3051, 15, 227, -120
421, -143, -3070, 27, 240, -112
418, -321, -2967, 51, 263, -97
521, -498, -2735, 76, 287, -99
627, -628, -2536, 99, 309, -93
571, -607, -2480, 152, 337, -32
756, -908, -2288, 177, 336, -15
539, -820, -2266, 218, 376, 0
574, -866, -2216, 283, 386, 49
558, -797, -1942, 303, 387, 75
417, -817, -2010, 367, 397, 51
329, -835, -1996, 384, 425, 45
291, -1130, -1958, 444, 448, -15
202, -1023, -1931, 429, 455, 14
254, -1286, -2136, 432, 455, -28
210, -1401, -2079, 428, 400, -49
439, -1318, -1839, 367, 370, 10
280, -1281, -1976, 348, 327, 6
457, -1217, -2158, 311, 291, -47
601, -1306, -2124, 192, 268, -25
530, -1032, -2156, 148, 260, -3
546, -1100, -2257, 139, 204, 49
522, -951, -2219, 61, 187, 57
649, -714, -2351, 36, 164, 78
530, -428, -2461, -13, 141, 125
288, -279, -2393, -43, 118, 135
216, -122, -2537, -34, 130, 129
25, 201, -2637, -15, 131, 124
-261, 352, -2477, -16, 139, 173
-438, 469, -2357, 5, 145, 177
-558, 668, -2468, 32, 159, 207
-665, 827, -2402, 64, 154, 230
-780, 1009, -2496, 73, 176, 205
-968, 1340, -2402, 79, 180, 201
-831, 1274, -2522, 74, 223, 164
-1118, 1498, -2741, 53, 206, 176
-652, 1667, -2728, 52, 227, 183
-584, 2088, -3023, 36, 233, 150
-502, 2296, -3056, 40, 218, 171
-452, 2324, -3215, 35, 202, 180
-65, 2627, -3371, -18, 201, 159
-5, 3078, -3551, -24, 185, 188
94, 3178, -3744, -49, 174, 175
90, 3273, -3784, -41, 182, 154
180, 3388, -3702, -47, 191, 156
180, 3585, -3897, -37, 187, 169
121, 3552, -3938, -31, 207, 159
478, 3916, -3859, -13, 191, 150
189, 3932, -3989, -7, 164, 143
413, 4287, -3713, 28, 167, 133
381, 4396, -3757, 53, 142, 130
603, 4700, -3653, 61, 156, 87
460, 4648, -3775, 97, 156, 91
334, 4658, -3634, 149, 158, 52
466, 5024, -3641, 173, 172, 28
447, 5027, -3913, 225, 168, -14
360, 5031, -3877, 236, 159, -19
163, 5088, -3877, 248, 152, -54
469, 5023, -3873, 260, 157, -41
373, 5123, -3914, 256, 149, -49
574, 5245, -3838, 256, 143, -100
424, 5133, -4078, 248, 139, -49
779, 5353, -4038, 253, 121, -104
736, 5227, -4158, 229, 137, -62
770, 5299, -4160, 211, 134, -52
769, 4954, -4237, 195, 118, -55
828, 5160, -4198, 190, 135, -16
793, 5112, -4269, 74, 51, -236
948, 5102, -4224, 323, 77, 210
800, 5230, -4075, 192, 21, -95
817, 5304, -4063, 217, 26, -11
834, 5097, -3953, 167, -3, -126
532, 5475, -4181, 217, 4, -127
429, 5312, -3985, 242, -1, -169
572, 5055, -3968, 317, 5, -172
657, 4919, -3846, 297, -14, -269
482, 4611, -3844, 343, 24, -232
328, 4292, -3618, 402, 134, -165
234, 4130, -3707, 390, 18, -243
127, 3745, -3835, 394, 54, -172
222, 3358, -4058, 401, 22, -178
423, 3311, -3776, 375, 17, -224
139, 3098, -3774, 365, 3, -213
619, 2794, -3770, 276, -18, -247
551, 2611, -3619, 239, -40, -231
809, 2501, -3640, 191, -46, -223
788, 2262, -3863, 154, -60, -207
986, 2151, -3755, 101, -66, -238
803, 1911, -3767, 65, -63, -231
1143, 1683, -4068, 43, -82, -218
1260, 1469, -4068, 22, -127, -139
1461, 1169, -4064, -2, -125, -135
1668, 1027, -4282, 14, -132, -108
1630, 987, -4260, 28, -115, -52
1672, 890, -4340, 30, -77, -21
1646, 810, -4360, 32, -51, -3
1699, 552, -4493, 25, -13, 24
1774, 383, -4605, -50, 40, 77
1834, 117, -4772, 8, 60, 120
2326, -191, -4753, 156, 43, 142
