roll, pitch, yaw, x accel, y accel, z accel
2531, 1526, -686, 1054, 231, 358
2082, 1786, -532, 1061, 101, 323
1325, 1808, -313, 935, 155, 242
881, 1809, -393, 761, 98, 186
303, 1720, -441, 707, 165, 208
-121, 1426, -461, 775, 109, 223
-665, 1220, -351, 753, 74, 193
-951, 818, -344, 732, 67, 197
-1506, 490, -81, 686, 7, 159
-1823, 359, 315, 638, 8, 107
-2178, 134, 195, 639, -18, 103
-2558, -93, 274, 602, -55, 55
-2772, -302, 280, 597, -153, -24
-2954, -611, 385, 581, -144, -55
-2830, -857, 605, 534, -161, -121
-2864, -1302, 397, 524, -194, -75
-2990, -1131, 550, 486, -200, -91
-3004, -1429, 763, 472, -183, -117
-2886, -1529, 658, 484, -215, -142
-2468, -1679, 760, 456, -197, -137
-2199, -1950, 684, 440, -176, -86
-2358, -1665, 886, 464, -162, -37
-1947, -1947, 880, 358, -84, -108
-1754, -1724, 868, 415, -86, -38
-1597, -1672, 814, 405, -28, 32
-1307, -1784, 996, 357, 5, 36
-1245, -1697, 1019, 336, 19, 67
-916, -1659, 822, 334, 58, 103
-575, -1873, 691, 317, 92, 132
-512, -1782, 773, 317, 129, 147
-239, -1706, 657, 292, 160, 216
4, -1713, 533, 306, 195, 176
166, -1716, 364, 308, 186, 200
404, -1793, 115, 293, 168, 142
855, -1840, -1, 391, 218, 171
888, -1699, -12, 397, 255, 119
1186, -1708, -78, 419, 236, 137
1379, -1417, -218, 412, 288, 153
1776, -1260, -494, 409, 289, 130
1968, -1175, -524, 404, 307, 111
2258, -1038, -631, 411, 311, 151
2219, -580, -617, 414, 337, 129
2460, -407, -862, 419, 353, 94
2495, -390, -794, 412, 343, 68
2745, 25, -950, 389, 392, 67
2966, 100, -1119, 406, 336, 5
2789, 186, -1240, 417, 347, -9
2891, 285, -1108, 410, 317, -41
2892, 661, -1226, 412, 298, -42
2888, 715, -1094, 446, 353, -40
2835, 952, -1088, 446, 343, -80
2724, 977, -1172, 469, 409, -64
2755, 1202, -1041, 476, 430, -43
2655, 1276, -1065, 510, 459, -23
2805, 1461, -1172, 492, 478, 10
2903, 1434, -1170, 532, 520, 4
2829, 1512, -1011, 497, 570, 3
2794, 1442, -1324, 493, 561, 68
2786, 1526, -1385, 506, 582, 88
2873, 1517, -1314, 512, 611, 157
3100, 1611, -1465, 493, 583, 164
3081, 1654, -1312, 488, 591, 191
3087, 1587, -1397, 478, 591, 258
3162, 1840, -1241, 463, 571, 252
3465, 1925, -1386, 382, 568, 295
3426, 2154, -1340, 318, 555, 320
3783, 2257, -1000, 292, 556, 342
3720, 2679, -1512, 251, 537, 340
3829, 2956, -1308, 232, 534, 360
3983, 3123, -1384, 165, 480, 317
4047, 3362, -1385, 151, 516, 309
4298, 3462, -1387, 138, 503, 287
4396, 3746, -1407, 113, 517, 278
4912, 3782, -1323, 222, 458, 220
5054, 3979, -1271, 113, 420, 196
5257, 3994, -1249, 84, 355, 205
5283, 4435, -1513, 64, 273, 173
5693, 4367, -1645, 90, 260, 178
5882, 4426, -1763, 92, 210, 145
5982, 4238, -1512, 108, 183, 103
6326, 4310, -1360, 115, 151, 106
6371, 4361, -1213, 145, 104, 70
6347, 4188, -1101, 156, 82, 73
6797, 4163, -1072, 159, 56, 42
6855, 4136, -882, 199, 84, 65
7170, 4060, -615, 196, 94, 108
7098, 4025, -382, 194, 88, 98
7263, 4024, -375, 173, 112, 119
7466, 4262, -64, 195, 74, 136
7656, 4379, -208, 183, 78, 161
7886, 4421, -89, 212, 61, 196
8108, 4639, -114, 233, 70, 208
8271, 5061, -160, 269, 78, 190
8278, 5323, -22, 320, 65, 196
8277, 5654, -97, 372, 33, 148
8274, 5694, 29, 412, 24, 120
8272, 6146, 31, 463, 68, 152
8273, 6618, 122, 484, 29, 130
8269, 6820, 26, 510, -80, 21
8271, 6900, -37, 526, -55, -32
8268, 7085, -164, 587, -107, -96
8268, 7141, -48, 669, -158, -81
8271, 6950, -34, 667, -160, -150
8269, 6936, 48, 703, -198, -178
8269, 6816, 195, 763, -230, -164
8269, 7029, 382, 799, -252, -127
8267, 7058, 404, 825, -260, -139
8266, 7121, 624, 837, -258, -144
8264, 7261, 704, 871, -297, -135
8263, 7378, 664, 897, -291, -127
8263, 7393, 587, 961, -295, -129
8263, 7393, 710, 978, -306, -183
8264, 7393, 611, 1016, -322, -225
8266, 7394, 669, 1054, -357, -254
8266, 7393, 812, 1075, -407, -312
8266, 7394, 735, 1108, -464, -315
8267, 7393, 785, 1134, -476, -285
8270, 7392, 856, 1147, -500, -264
8272, 7392, 997, 1132, -524, -259
8273, 7392, 813, 1183, -546, -298
8276, 7393, 1140, 1121, -568, -294
8278, 7397, 1356, 1075, -602, -260
8284, 7396, 1446, 1152, -606, -248
8050, 7348, 1494, 1038, -642, -217
7890, 7285, 1867, 1122, -631, -223
7679, 7217, 1778, 1083, -632, -202
7426, 7293, 1947, 1081, -602, -228
7104, 7286, 1841, 997, -603, -176
6809, 7148, 1904, 1103, -617, -193
6267, 7242, 2199, 1086, -656, -223
6210, 7250, 2301, 1021, -708, -217
5882, 7154, 2382, 1041, -746, -261
5709, 6902, 2370, 1009, -789, -279
5360, 6965, 2436, 987, -768, -255
5377, 6909, 2599, 1045, -804, -161
5330, 6861, 2473, 1017, -839, -166
4936, 6730, 2613, 993, -807, -126
4745, 7015, 2683, 953, -806, -98
4809, 6846, 2781, 852, -840, -85
4685, 7164, 2621, 840, -843, -93
4763, 7131, 2857, 768, -880, -57
4746, 7281, 2689, 588, -852, -90
4780, 7291, 2553, 514, -875, -55
4832, 7371, 2657, 383, -865, -80
4905, 7396, 2232, 418, -921, -137
5193, 7393, 2228, 349, -942, -171
5530, 7392, 2130, 256, -936, -218
5940, 7392, 2284, 358, -992, -135
6233, 7392, 2086, 220, -1000, -171
6556, 7389, 2040, 273, -984, -126
7102, 7392, 1760, 307, -957, -128
7345, 7390, 1558, 329, -944, -88
7596, 7389, 1714, 265, -849, -63
8162, 7388, 1610, 263, -825, -93
8278, 7390, 1779, 214, -823, -110
8277, 7388, 1890, 148, -813, -34
8276, 7388, 1735, 97, -750, -4
8273, 7387, 1799, 43, -791, -34
8271, 7385, 1820, -33, -785, -5
8269, 7385, 1613, -60, -835, -79
8270, 7387, 1475, -107, -858, -26
8267, 7384, 1354, -109, -866, -27
8267, 7386, 1277, -143, -895, 27
8264, 7385, 1072, -204, -890, -33
8267, 7384, 972, -214, -764, -125
8265, 7386, 948, -263, -979, -224
8268, 7386, 696, -331, -988, -225
8269, 7387, 817, -286, -1035, -311
8271, 7390, 662, -143, -1032, -313
8271, 7390, 816, -205, -1031, -309
8272, 7397, 790, -289, -1152, -378
8275, 6989, 822, -271, -1016, -286
8271, 6380, 795, -249, -1048, -315
8289, 6143, 828, -330, -1012, -219
8256, 5953, 936, -239, -1003, -229
8060, 5684, 1219, -420, -1008, -253
7537, 5221, 1216, -503, -987, -269
6966, 4730, 1241, -496, -1025, -213
6464, 4148, 1072, -640, -938, -207
6135, 3459, 1066, -483, -1061, 42
5504, 2678, 670, -645, -1039, -65
5125, 2256, 404, -557, -1033, 95
4941, 1749, 252, -664, -939, 84
4649, 1160, 117, -684, -850, 92
4487, 304, 35, -705, -795, 123
3968, -262, -81, -682, -729, 203
4000, -1164, -203, -746, -675, 269
3737, -1690, -161, -700, -610, 501
3612, -1969, 113, -701, -544, 440
3171, -2513, 515, -770, -510, 399
2288, -3300, 566, -897, -500, 464
1818, -3835, 76, -1021, -487, 349
851, -4659, -512, -888, -457, 427
643, -5255, -1045, -763, -454, 431
226, -5987, -989, -905, -515, 98
-268, -6990, -549, -688, -233, 464
-1058, -7596, 256, -567, -346, 783
-2152, -7871, 950, -767, -399, 610
-2807, -8276, 1329, -934, -408, 546
-4043, -8975, 1700, -1056, -291, 463
-5141, -9430, 1450, -1230, -199, 391
-6074, -10091, 1599, -1327, -145, 481
-6821, -10616, 1508, -1419, -141, 483
-7731, -10949, 1354, -1457, -288, 563
-8270, -11517, 1102, -1697, -275, 557
-9342, -11541, 771, -1713, -309, 602
-9632, -11511, 836, -1611, -357, 677
-10181, -11309, 610, -1743, -343, 630
-10868, -11314, 441, -1700, -261, 655
-11213, -11076, 121, -1689, -224, 504
-11816, -10833, 52, -1659, -179, 516
-11922, -10463, 42, -1682, -237, 521
-12188, -9872, 148, -1709, -187, 461
-12488, -9566, -88, -1727, -316, 369
-12484, -9139, 125, -1690, -220, 373
-12844, -8519, 369, -1689, -234, 365
-12547, -7714, 492, -1694, -322, 444
-12858, -7049, 480, -1666, -370, 384
-12802, -5976, 369, -1690, -307, 415
-12613, -5166, 590, -1548, -285, 384
-12376, -4470, 835, -1467, -271, 377
-12078, -3890, 523, -1437, -272, 364
-11926, -3133, 566, -1288, -266, 305
-11138, -2965, 447, -1184, -70, 438
-11635, -2101, 580, -1106, -49, 383
-11182, -1587, 329, -1045, -64, 304
-10265, -1347, 108, -881, -46, 437
-10077, -800, -47, -744, 62, 519
-9614, -494, -206, -720, 18, 310
-9127, -100, -295, -662, -27, 357
-8784, 535, -313, -659, -32, 377
-8535, 656, -493, -623, -49, 339
-3080, -554, -589, -1481, 358, -242
-7415, 948, -1063, -126, -141, 561
-7440, 1417, -1289, -663, -432, 367
-7248, 1096, -1722, -540, -227, 163
-7171, 861, -1844, -315, -210, 404
-7082, 892, -1875, -284, -93, 496
-7184, 947, -1649, -267, 5, 465
-7163, 996, -1554, -236, -8, 559
-7196, 878, -1566, -254, -29, 472
-7854, 815, -1753, -171, -2, 500
-8201, 418, -2011, -142, 67, 463
-8402, 308, -1973, -33, 88, 527
-8667, 528, -2197, 48, 109, 559
-9183, 472, -2072, 42, 62, 478
-9703, 556, -1887, 58, 66, 399
-9943, 308, -1964, -9, 104, 320
-10557, 419, -2008, -79, 64, 545
-11068, 68, -1942, -230, -19, 291
-11349, -39, -1802, -269, 1, 327
-11563, -154, -1922, -291, -46, 326
-12114, -393, -1928, -423, -79, 273
-12246, -649, -1844, -510, -149, 256
-12150, -641, -1888, -571, -204, 302
-12373, -754, -1783, -602, -311, 308
-12223, -902, -1802, -547, -306, 323
-12159, -840, -1753, -479, -327, 361
-12132, -488, -1768, -439, -365, 330
-11836, -559, -1518, -342, -379, 340
-11924, -442, -1331, -299, -355, 359
-11844, -57, -834, -232, -355, 375
-11635, -253, -675, -151, -357, 350
-11558, -27, -139, -103, -380, 373
-11242, 170, 281, -9, -398, 381
-11038, 88, 759, 12, -404, 363
-10709, 283, 1162, 44, -428, 352
-10165, 305, 1494, 43, -431, 303
-9873, 567, 1679, 51, -492, 292
-9271, 698, 1906, 11, -500, 231
-8433, 647, 2311, 14, -471, 207
-7886, 875, 2337, 16, -409, 231
-6988, 852, 2047, 60, -367, 215
-6498, 925, 2146, 80, -361, 175
-5616, 975, 1655, 117, -307, 187
-4931, 887, 1281, 197, -309, 156
-4247, 735, 1078, 269, -331, 161
-3649, 691, 814, 279, -346, 126
-2897, 478, 422, 335, -331, 156
-2392, 412, 104, 425, -19, 224
-1722, 55, 33, 384, -345, 17
-1170, -746, -495, 289, -275, -243
-521, -929, -597, 738, -429, 403
58, -1001, -439, 495, -581, 177
605, -1135, -653, 624, -548, 97
730, -1095, -840, 641, -519, 26
1078, -1073, -957, 670, -497, -69
1337, -1287, -1030, 733, -465, -132
1419, -1137, -1085, 751, -487, -128
1485, -1631, -1100, 737, -487, -96
1334, -1863, -928, 752, -441, -98
965, -2181, -1012, 777, -400, -41
1049, -2373, -1144, 567, -376, -79
712, -2925, -1452, 588, -354, -22
501, -3354, -1546, 649, -363, -67
391, -3307, -1676, 646, -344, -15
-24, -3594, -1786, 671, -343, -10
-81, -3784, -1585, 650, -310, -7
-207, -3892, -1454, 621, -337, 12
-283, -3953, -1391, 583, -413, -9
-760, -4329, -1093, 558, -313, 77
-871, -4439, -1133, 557, -318, 14
-1025, -4246, -948, 497, -383, 3
-1283, -4432, -807, 413, -345, -3
-1746, -4443, -626, 463, -199, 151
-1866, -4130, -234, 419, -222, 63
-2269, -4123, -321, 275, -389, -332
-2558, -3859, -212, 391, -248, -20
-2865, -3675, -229, 303, -267, 0
-3027, -3672, -290, 244, -296, -120
-3038, -3517, -321, 296, -321, -112
-3033, -3584, -171, 265, -401, -210
-2767, -3326, -375, 282, -425, -175
-2955, -3212, -257, 280, -464, -166
-2659, -3136, -1, 275, -487, -193
-2375, -3116, 16, 280, -492, -212
-2208, -2898, -30, 274, -497, -198
-1934, -2810, 226, 318, -500, -222
-1808, -2749, 442, 332, -505, -202
-1539, -2742, 268, 350, -487, -248
-1694, -2529, 447, 399, -518, -195
-1454, -2414, 463, 410, -484, -137
-1179, -2375, 661, 335, -509, -198
-1036, -2194, 546, 409, -489, -156
-1003, -2087, 788, 361, -475, -132
-710, -1903, 593, 399, -456, -98
-623, -1785, 653, 413, -445, -89
-433, -1664, 617, 421, -444, -82
-270, -1357, 590, 450, -412, -33
58, -1114, 409, 495, -396, -42
120, -1196, 248, 494, -383, -18
209, -923, 124, 532, -347, 44
437, -457, 191, 611, -325, 68
632, -325, 65, 634, -296, 69
937, -343, -367, 633, -270, 104
900, -173, -93, 671, -288, 81
1048, -3, -278, 755, -248, 125
1135, 74, -390, 751, -237, 130
1274, 191, -277, 761, -248, 141
1313, 165, -393, 757, -261, 168
1426, 362, -407, 767, -261, 142
1558, 354, -397, 753, -275, 180
1301, 280, -256, 764, -279, 166
1412, 349, -286, 732, -273, 183
1472, 354, -433, 707, -274, 164
1398, 224, -450, 687, -253, 218
1524, 330, -463, 691, -286, 173
1505, 310, -239, 642, -297, 166
1606, 74, -449, 630, -317, 205
1714, 68, -330, 611, -299, 209
1643, 54, -213, 569, -305, 249
1707, 56, -294, 522, -290, 222
1694, 108, -323, 518, -288, 206
1569, 95, -381, 512, -262, 207
1671, 295, -631, 542, -277, 170
1818, 350, -510, 578, -261, 153
1813, 312, -777, 575, -254, 135
1713, 289, -805, 604, -262, 144
1836, 539, -874, 648, -234, 162
2026, 367, -611, 643, -259, 107
2149, 713, -685, 618, -289, 144
2018, 700, -574, 569, -299, 41
1932, 778, -696, 549, -298, 26
1692, 723, -692, 577, -287, 38
1548, 707, -886, 574, -323, 25
1507, 588, -748, 571, -340, 0
1502, 575, -691, 524, -315, -15
1229, 433, -674, 494, -330, -33
1198, 435, -587, 485, -345, -24
1118, 300, -848, 465, -354, -57
1217, 540, -674, 442, -365, -84
1143, 273, -485, 441, -388, -86
1135, 299, -502, 412, -443, -128
996, -25, -531, 377, -461, -103
1342, -91, -486, 384, -476, -126
1222, -33, -298, 368, -472, -151
1101, -163, -199, 359, -474, -176
1325, -337, -113, 335, -500, -201
1138, -552, 56, 313, -491, -209
1218, -456, 57, 311, -503, -195
1235, -689, 206, 301, -522, -181
1161, -745, 351, 304, -523, -170
1419, -846, 109, 306, -481, -165
1258, -824, 377, 329, -504, -144
1332, -866, 330, 339, -488, -128
1227, -1019, 553, 344, -470, -115
1203, -958, 577, 362, -467, -100
1161, -1073, 703, 370, -434, -93
1428, -1041, 664, 352, -427, -85
1461, -1228, 656, 361, -411, -71
1302, -1426, 626, 344, -423, -15
1235, -1564, 778, 334, -425, 8
1369, -1421, 627, 352, -426, -29
1326, -1298, 679, 348, -414, 5
1374, -1609, 713, 373, -420, -18
1373, -1474, 651, 384, -407, 3
1538, -1507, 538, 429, -418, 20
1280, -1547, 660, 426, -383, 4
1290, -1397, 578, 478, -400, 19
1329, -1510, 814, 501, -396, 28
1216, -1468, 874, 520, -384, -2
1223, -1435, 738, 537, -374, 17
1047, -1536, 860, 555, -393, 51
831, -1419, 1124, 565, -383, -29
806, -1647, 1213, 580, -402, -60
602, -1475, 1120, 596, -402, -19
529, -1613, 1253, 601, -392, -47
463, -1639, 1061, 611, -415, -22
299, -1643, 1307, 628, -426, -35
193, -1701, 1262, 631, -430, -65
150, -1770, 1386, 674, -437, -64
99, -1723, 1470, 676, -405, -31
55, -1943, 1410, 681, -391, -57
207, -1937, 1617, 679, -387, -73
-28, -1916, 1657, 651, -375, -107
-5, -1987, 1591, 624, -371, -78
44, -2108, 1682, 615, -389, -58
-15, -2157, 1481, 594, -383, -95
-52, -2118, 1653, 557, -377, -45
-154, -2309, 1643, 548, -382, -88
-157, -2235, 1793, 543, -382, -95
-301, -2240, 1687, 553, -388, -110
-311, -2104, 1821, 545, -363, -108
-351, -2250, 1890, 535, -357, -114
-386, -2267, 1884, 529, -346, -155
-275, -2086, 2059, 500, -353, -118
-363, -2051, 2085, 507, -352, -89
-444, -2084, 2224, 509, -349, -82
-342, -1798, 2365, 509, -331, -96
-345, -2029, 2229, 531, -323, -70
-378, -1759, 2511, 554, -322, -75
-264, -1563, 2441, 554, -328, -83
-298, -1561, 2657, 591, -314, -88
-432, -1450, 2661, 619, -319, -109
-398, -1406, 2913, 642, -321, -135
-361, -1290, 3033, 676, -323, -110
-430, -1340, 2999, 696, -322, -147
-323, -1147, 3096, 721, -306, -123
-558, -1491, 3253, 724, -288, -118
-668, -1268, 3223, 738, -288, -120
-430, -1311, 3595, 722, -295, -110
-503, -1234, 3194, 713, -297, -119
-565, -1138, 3321, 669, -292, -95
-442, -1053, 3186, 664, -299, -52
-550, -1329, 3182, 659, -280, -52
-521, -1231, 3190, 631, -268, -73
-338, -1336, 3124, 617, -244, -11
-552, -1605, 3099, 599, -237, 19
-464, -1680, 3355, 617, -218, 142
-339, -1736, 3357, 552, -250, 47
-400, -1758, 3379, 546, -230, 99
-343, -1962, 3472, 561, -256, 143
-205, -2227, 3383, 577, -236, 195
-355, -2224, 3369, 578, -229, 185
-201, -2316, 3401, 575, -208, 204
-384, -2497, 3319, 544, -132, 224
-429, -2688, 3434, 573, -226, 200
-268, -2853, 3614, 609, -224, 247
-356, -2916, 3719, 441, -274, 272
-570, -2814, 3749, 470, -228, 273
-723, -2833, 3712, 469, -238, 267
-761, -2505, 3821, 411, -216, 315
-785, -2761, 3965, 415, -174, 238
-867, -2698, 3979, 410, -162, 307
-1057, -2568, 4228, 396, -123, 281
-835, -2441, 4190, 395, -112, 197
-1299, -2381, 4399, 359, -87, 114
-1324, -2511, 4666, 426, -123, 110
-1372, -2672, 4772, 394, -139, -49
-1563, -2467, 4928, 396, -223, -109
-1426, -2611, 5010, 379, -279, -180
-1793, -2517, 5313, 388, -329, -186
-2120, -2353, 5498, 363, -344, -318
-2303, -2295, 5648, 392, -428, -348
-2344, -2258, 5554, 328, -423, -352
-2748, -2261, 5767, 423, -442, -369
-3033, -2304, 5780, 422, -390, -390
-3321, -2422, 5879, 471, -401, -340
-3475, -2294, 5722, 487, -316, -399
-4081, -2410, 5742, 596, -293, -427
-4217, -2797, 5879, 577, -214, -462
-4061, -2924, 5829, 616, -226, -446
-4079, -3154, 5741, 674, -189, -440
-4103, -3691, 5636, 675, -163, -501
-4033, -3820, 5656, 635, -3, -481
-3948, -4187, 5406, 703, 32, -394
-3935, -4559, 5143, 690, 1, -489
-3479, -4910, 5005, 661, 84, -534
-3261, -5317, 4585, 707, 75, -416
-3064, -5825, 4464, 650, 164, -572
-2774, -6427, 4450, 653, 146, -514
-2582, -6794, 4199, 564, 142, -438
-2176, -7275, 4104, 528, 128, -326
-1839, -7653, 3689, 465, 102, -298
-1644, -7801, 3579, 440, 153, -247
-1259, -8084, 3473, 447, 159, -187
-1164, -8494, 3133, 413, 234, -126
-1086, -8893, 2967, 407, 277, -120
-936, -9112, 3038, 377, 283, -68
-759, -9289, 2886, 310, 346, -118
-704, -9797, 2744, 236, 362, -61
-561, -9815, 2894, 302, 384, 26
-596, -10231, 2712, 149, 370, 29
-600, -10032, 2420, 121, 404, 1
-704, -10279, 2335, 100, 433, 64
-728, -10336, 2166, 89, 456, 32
-674, -10250, 1677, 95, 493, 149
-705, -9906, 1722, 125, 493, 244
-998, -9788, 1420, 116, 544, 210
-976, -9524, 1301, 115, 568, 220
-876, -9315, 997, 94, 634, 296
-1004, -9019, 958, 109, 625, 246
-1128, -8643, 647, 39, 623, 317
-937, -8034, 543, 66, 670, 309
-1071, -7734, 331, 30, 681, 354
-1063, -7113, -37, 19, 699, 363
-867, -6506, -126, 21, 749, 369
-805, -5898, -283, -5, 775, 392
-704, -5318, -240, -30, 770, 396
-625, -4806, -297, -56, 800, 445
-420, -4173, -594, -79, 786, 537
-389, -3583, -732, -111, 825, 571
-404, -3064, -837, -141, 839, 612
-313, -2497, -1080, -126, 838, 578
-339, -2398, -1517, -128, 865, 616
-223, -1730, -1598, -113, 846, 637
103, -1336, -1606, -98, 815, 633
83, -954, -1798, -108, 809, 673
352, -567, -1923, -159, 805, 654
662, 144, -2093, -169, 795, 666
771, 377, -2337, -176, 773, 690
1351, 836, -2643, -223, 759, 653
1454, 1001, -3034, -207, 729, 652
1906, 1070, -3373, -208, 741, 689
2230, 1455, -3643, -182, 772, 675
2698, 1670, -3970, -191, 741, 627
2878, 2040, -4381, -199, 684, 593
3331, 2015, -4620, -197, 671, 647
3848, 2533, -5117, -182, 683, 684
4510, 2796, -5406, -163, 691, 689
4923, 3235, -5846, -157, 685, 711
5218, 3857, -6104, -161, 713, 722
5689, 4450, -6478, -188, 720, 684
6063, 4987, -6599, -175, 715, 754
6407, 5358, -7110, -125, 749, 751
6860, 5942, -7193, -98, 721, 758
6911, 6436, -7561, -76, 742, 835
7150, 7185, -7747, -27, 735, 792
7422, 7394, -7604, 25, 712, 794
7707, 7391, -7917, 53, 737, 787
7759, 7389, -7824, 123, 741, 728
7920, 7386, -7889, 181, 756, 729
7833, 7381, -7968, 236, 727, 655
8014, 7382, -7704, 309, 710, 658
8003, 7378, -7772, 321, 680, 619
8061, 7374, -7461, 381, 655, 565
8214, 7373, -7331, 381, 628, 517
8265, 7372, -7214, 403, 603, 497
8229, 7370, -7223, 434, 557, 403
8279, 7368, -7175, 471, 516, 407
8279, 7367, -6973, 574, 435, 400
8278, 7364, -6876, 550, 335, 330
8278, 7361, -6747, 547, 292, 257
8275, 7360, -6869, 517, 268, 218
8289, 7359, -6726, 307, 229, 186
8155, 7359, -6513, 650, 103, -138
7483, 7358, -6324, 362, 59, -76
7845, 7356, -6489, 114, 47, 201
7668, 7355, -6976, 137, -40, 36
7959, 7353, -7154, 204, -22, 94
7797, 7353, -7499, 181, -95, -75
7506, 7352, -7539, 169, -162, -108
7590, 7354, -7173, 123, -224, -78
7219, 7355, -7152, 31, -281, -50
7014, 7352, -7231, 41, -253, 18
6608, 7354, -7027, 52, -262, 54
6603, 7357, -6988, 22, -242, 21
6370, 7357, -6767, 24, -218, 55
6298, 7360, -6823, -4, -205, 114
6125, 7362, -6922, -38, -227, 115
6231, 7365, -6690, -152, -229, 143
6157, 7365, -6768, -221, -227, 140
6069, 7366, -6682, -174, -246, 155
6179, 7370, -6708, -322, -271, 142
6079, 7373, -6619, -406, -289, 173
5819, 7374, -6721, -414, -349, 103
5868, 7375, -6653, -467, -360, 81
5656, 7378, -6818, -399, -385, 1
5697, 7380, -6815, -345, -399, -88
5552, 7383, -6734, -240, -417, -155
5558, 7386, -6683, -179, -450, -187
5632, 7386, -6683, -108, -459, -225
5899, 7389, -6453, -27, -454, -312
6212, 7387, -6239, 26, -413, -263
6551, 7390, -6049, 0, -500, -239
6919, 7388, -5793, 25, -545, -192
7476, 7387, -5817, -32, -566, -244
7945, 7387, -5847, -78, -634, -303
8270, 7386, -5860, -85, -653, -263
8275, 7387, -5955, -104, -649, -176
8275, 7382, -5884, -99, -660, -142
8273, 7384, -5828, -147, -637, -138
8269, 7381, -5783, -156, -636, -117
8269, 7379, -5624, -157, -587, -32
8267, 7379, -5648, -147, -588, -6
8269, 7377, -5396, -127, -567, 26
8266, 7376, -5334, -104, -554, -10
8266, 7375, -5329, -75, -522, -16
8265, 7375, -5072, -21, -536, -75
8265, 7375, -5056, -14, -546, -113
8266, 7373, -4885, -19, -562, -127
8270, 7375, -4771, 22, -557, -52
8268, 7374, -4838, 40, -548, -87
8270, 7374, -4612, 28, -549, -168
8270, 7374, -4585, 53, -578, -244
8274, 7374, -4659, 80, -523, -179
8278, 7375, -4543, 94, -635, -362
8278, 7376, -4406, 128, -620, -197
7982, 7376, -4224, 43, -733, -268
7758, 7378, -4435, 179, -797, -278
7206, 7380, -4252, 238, -840, -481
6211, 7382, -4179, 250, -834, -535
5175, 7387, -3715, 341, -813, -709
4011, 7396, -3297, 393, -802, -764
2978, 7235, -2998, 417, -791, -797
1689, 6219, -2585, 449, -747, -693
335, 5376, -1820, 491, -751, -644
-1014, 4546, -1155, 503, -776, -639
-2115, 3801, -643, 394, -772, -611
-3534, 3318, 79, 474, -816, -605
-4433, 2300, 306, 364, -849, -621
-5568, 1511, 639, 321, -873, -572
-6369, 906, 572, 213, -883, -587
-7339, 131, 780, 269, -925, -620
-8668, -856, 1028, 308, -962, -640
-9458, -2024, 983, 376, -992, -634
-10585, -2666, 995, 432, -1036, -561
-11529, -3593, 1324, 426, -1047, -605
-12310, -4782, 1593, 386, -1106, -557
-13211, -5380, 2259, 377, -1184, -537
-13972, -6135, 2306, 376, -1247, -478
-14562, -6650, 2558, 290, -1252, -471
-15189, -7047, 2979, 191, -1324, -500
-15637, -7740, 3296, 158, -1366, -500
-15618, -7915, 3558, -1, -1425, -525
-15860, -8260, 4140, 208, -1579, -431
-15878, -8583, 4880, 180, -1400, -547
-16068, -8879, 4991, -152, -1401, -485
-15932, -9034, 4733, -315, -1476, -529
-15991, -9049, 4607, -361, -1441, -469
-15508, -8799, 4461, -387, -1517, -506
-15148, -8953, 4368, -313, -1603, -459
-14484, -8867, 4723, -367, -1608, -412
-14037, -9070, 4605, -384, -1622, -366
-13139, -9173, 4518, -371, -1580, -353
-12598, -9326, 4392, -361, -1488, -298
-12018, -9349, 4127, -371, -1420, -277
-10993, -9214, 3951, -320, -1374, -275
-10320, -9419, 3540, -355, -1396, -300
-9627, -9706, 3365, -306, -1432, -147
-8394, -9820, 3352, -292, -1429, -9
-7315, -9839, 3437, -378, -1388, 7
-6560, -9630, 3326, -365, -1300, 120
-5795, -9615, 3107, -385, -1261, 100
-4961, -9484, 3000, -362, -1167, 84
-4130, -9281, 2828, -263, -1068, 189
-3666, -9013, 2829, -129, -954, 307
-2953, -8866, 2528, -113, -912, 254
-2286, -8573, 2640, -41, -861, 365
-1723, -8339, 2679, -20, -824, 403
-1510, -8267, 2760, 19, -735, 409
-1123, -8113, 2401, 87, -660, 500
-812, -7959, 2337, 191, -517, 610
-993, -7695, 2461, 264, -493, 584
-909, -7491, 2237, 307, -390, 697
-974, -7493, 2412, 385, -330, 718
-1218, -7395, 2392, 500, -237, 833
-1419, -7462, 2604, 539, -199, 837
-2014, -7573, 2740, 549, -202, 895
-2343, -7551, 2910, 478, -195, 958
-3262, -7690, 3201, 374, 8, 876
-3914, -8099, 3544, 340, -373, 771
-4695, -7819, 4150, 323, -316, 823
-5658, -7876, 4854, 213, -355, 626
-6638, -8025, 5122, 103, -429, 431
-7426, -8250, 5249, 23, -475, 183
-8446, -8541, 5193, 24, -547, 1
-8944, -8714, 5411, 29, -625, -72
-9674, -8930, 5584, 45, -738, -196
-9908, -9121, 5877, 44, -832, -265
-10359, -9535, 6200, 85, -967, -402
-10602, -9600, 6157, 98, -991, -357
-10753, -9947, 6147, 50, -995, -404
-10746, -10359, 6131, 41, -921, -423
-10796, -10732, 6054, 204, -888, -521
-10574, -10996, 5899, 306, -825, -600
-10511, -11649, 5897, 397, -850, -659
-10163, -12357, 5983, 450, -890, -654
-9742, -13135, 6136, 436, -839, -594
-9671, -13756, 6167, 396, -858, -550
-9521, -14235, 6229, 351, -849, -476
-9020, -14896, 6349, 273, -842, -454
-8907, -15285, 6302, 222, -819, -306
-8679, -16037, 6114, 169, -719, -313
